Timestamp,Employee Name,Employee ID,Department,Reason,Start Date,End Date,Duration,Status,Flags
2025-07-04 00:00:00,Kevin Rodriguez,EMP-023,IT Support,Personal legal matter requires immediate attention,2025-07-09,2025-07-13,5,Flagged,"IT Support department leave exceeds 2 days (requested: 5 days, limit: 2)"
2025-07-13 00:00:00,Maria Garcia,EMP-012,Sales,Trip to national park for camping adventure,2025-07-15,2025-07-18,4,Flagged,Leave reason contains vacation-related keywords: trip
2025-07-13 00:00:00,Danielle Mitchell,EMP-038,Human Resources,Beach holiday with family members scheduled,2025-07-27,2025-07-31,5,Flagged,Leave reason contains vacation-related keywords: holiday
2025-07-13 00:00:00,Michelle Martin,EMP-020,Human Resources,Health,2025-07-19,2025-07-19,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-07-14 00:00:00,Stephanie White,EMP-018,IT Support,Vacation rental booked for beach house stay,2025-08-09,2025-08-21,13,Flagged,"Leave duration (13 days) exceeds 7 days; Leave reason contains vacation-related keywords: vacation; IT Support department leave exceeds 2 days (requested: 13 days, limit: 2); Leave period includes Independence Day (2025-08-15)"
2025-07-15 00:00:00,Grace Edwards,EMP-046,Human Resources,Educational course enrollment and orientation session,2025-08-10,2025-08-10,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-07-15 00:00:00,Joshua Jackson,EMP-017,Marketing,Holiday travel to visit family abroad,2025-07-29,2025-08-01,4,Flagged,"Leave reason contains vacation-related keywords: travel, holiday"
2025-07-17 00:00:00,Megan Adams,EMP-034,Marketing,Elder care responsibilities for family member,2025-07-19,2025-07-20,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-07-19 00:00:00,Justin Hall,EMP-027,Sales,Professional certification exam preparation required,2025-08-09,2025-08-11,3,Flagged,Leave ends on Monday (potential long weekend extension)
2025-07-20 00:00:00,Emma Morris,EMP-050,Engineering,Dental procedure and recovery time needed,2025-08-14,2025-08-15,2,Flagged,Leave period includes Independence Day (2025-08-15)
2025-07-20 00:00:00,Adam Turner,EMP-041,Human Resources,Elder care responsibilities for family member,2025-08-14,2025-08-14,1,Flagged,Leave ends immediately before Independence Day (2025-08-15)
2025-07-21 00:00:00,Adam Turner,EMP-041,IT Support,Marriage license appointment at courthouse,2025-08-20,2025-08-22,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-07-21 00:00:00,Olivia Parker,EMP-044,IT Support,Marriage license appointment at courthouse,2025-08-02,2025-08-06,5,Flagged,"IT Support department leave exceeds 2 days (requested: 5 days, limit: 2)"
2025-07-22 00:00:00,Daniel Rodriguez,EMP-013,IT Support,Required jury duty service obligation,2025-08-14,2025-08-15,2,Flagged,Leave period includes Independence Day (2025-08-15)
2025-07-24 00:00:00,Megan Adams,EMP-034,IT Support,Dental procedure and recovery time needed,2025-08-22,2025-08-24,3,Flagged,"Leave starts on Friday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-07-25 00:00:00,Hannah Roberts,EMP-040,Engineering,Home maintenance emergency repair work scheduled,2025-08-14,2025-08-14,1,Flagged,Leave ends immediately before Independence Day (2025-08-15)
2025-07-25 00:00:00,Nathan Campbell,EMP-043,Engineering,Personal financial planning appointment with advisor,2025-07-30,2025-07-30,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-07-25 00:00:00,Zachary Evans,EMP-045,IT Support,Elder care responsibilities for family member,2025-07-26,2025-07-28,3,Flagged,"Leave ends on Monday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-07-30 00:00:00,Justin Hall,EMP-027,Finance,Planning vacation trip to beach resort,2025-07-31,2025-08-04,5,Flagged,"Leave reason contains vacation-related keywords: vacation, trip; Leave ends on Monday (potential long weekend extension)"
2025-08-01 00:00:00,Brandon Lee,EMP-025,Customer Service,Professional certification exam preparation required,2025-08-14,2025-08-15,2,Flagged,Leave period includes Independence Day (2025-08-15)
2025-08-04 00:00:00,Danielle Mitchell,EMP-038,Sales,Home maintenance emergency repair work scheduled,2025-08-21,2025-08-22,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-08-06 00:00:00,Nicholas Young,EMP-029,Customer Service,Attending important family gathering celebration,2025-08-18,2025-08-19,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-08-07 00:00:00,Lauren Walker,EMP-026,Customer Service,Traveling to attend music festival event,2025-08-20,2025-08-24,5,Flagged,Leave reason contains vacation-related keywords: travel
2025-08-09 00:00:00,Daniel Rodriguez,EMP-013,Human Resources,Holiday travel to visit family abroad,2025-09-05,2025-09-09,5,Flagged,"Leave reason contains vacation-related keywords: travel, holiday; Leave starts on Friday (potential long weekend extension)"
2025-08-10 00:00:00,Maria Garcia,EMP-012,Engineering,Moving to new residence within city limits,2025-08-14,2025-08-14,1,Flagged,Leave ends immediately before Independence Day (2025-08-15)
2025-08-10 00:00:00,Nicholas Young,EMP-029,Sales,Ill,2025-08-25,2025-08-25,1,Flagged,Leave ends on Monday (potential long weekend extension)
2025-08-11 00:00:00,Jennifer Taylor,EMP-008,Sales,Planning vacation trip to beach resort,2025-08-30,2025-09-03,5,Flagged,"Leave reason contains vacation-related keywords: vacation, trip"
2025-08-11 00:00:00,Brandon Lee,EMP-025,Sales,Property inspection and home appraisal scheduled,2025-09-04,2025-09-06,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-08-12 00:00:00,Kevin Rodriguez,EMP-023,Human Resources,Vacation rental booked for beach house stay,2025-09-09,2025-09-19,11,Flagged,Leave duration (11 days) exceeds 7 days; Leave reason contains vacation-related keywords: vacation
2025-08-13 00:00:00,Nicholas Young,EMP-029,Customer Service,Attending professional development workshop,2025-08-16,2025-08-16,1,Flagged,Leave starts immediately after Independence Day (2025-08-15)
2025-08-15 00:00:00,Olivia Parker,EMP-044,IT Support,Dental procedure and recovery time needed,2025-09-12,2025-09-12,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-08-15 00:00:00,Maria Garcia,EMP-012,IT Support,Property inspection and home appraisal scheduled,2025-08-23,2025-08-27,5,Flagged,"IT Support department leave exceeds 2 days (requested: 5 days, limit: 2)"
2025-08-16 00:00:00,Eric Perez,EMP-039,Customer Service,Professional certification exam preparation required,2025-09-04,2025-09-12,9,Flagged,Leave duration (9 days) exceeds 7 days
2025-08-20 00:00:00,Samantha Allen,EMP-028,Sales,Vehicle maintenance and registration renewal,2025-09-07,2025-09-08,2,Flagged,Leave ends on Monday (potential long weekend extension)
2025-08-22 00:00:00,Benjamin Sanchez,EMP-049,Human Resources,Professional certification exam preparation required,2025-09-02,2025-09-02,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-08-22 00:00:00,Jessica Martinez,EMP-014,Marketing,Medical appointment scheduled with specialist doctor,2025-09-12,2025-09-12,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-08-30 00:00:00,Ashley Thomas,EMP-016,IT Support,Elder care responsibilities for family member,2025-08-31,2025-09-03,4,Flagged,"IT Support department leave exceeds 2 days (requested: 4 days, limit: 2)"
2025-08-30 00:00:00,Maria Garcia,EMP-012,Operations,Planning vacation trip to beach resort,2025-09-06,2025-09-10,5,Flagged,"Leave reason contains vacation-related keywords: vacation, trip"
2025-08-30 00:00:00,Justin Hall,EMP-027,Operations,Court appearance for personal legal matter,2025-09-16,2025-09-18,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-08-30 00:00:00,Jacob Carter,EMP-037,Finance,Medical appointment scheduled with specialist doctor,2025-09-06,2025-09-07,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-01 00:00:00,Michelle Martin,EMP-020,Engineering,Weekend holiday getaway planned for relaxation,2025-09-02,2025-09-05,4,Flagged,Leave reason contains vacation-related keywords: holiday
2025-09-02 00:00:00,Lisa Anderson,EMP-006,Sales,Attending professional development workshop,2025-10-01,2025-10-01,1,Flagged,Leave ends immediately before Gandhi Jayanti (2025-10-02)
2025-09-03 00:00:00,Daniel Rodriguez,EMP-013,IT Support,Attending professional development workshop,2025-09-10,2025-09-13,4,Flagged,"IT Support department leave exceeds 2 days (requested: 4 days, limit: 2)"
2025-09-04 00:00:00,Jonathan Green,EMP-033,IT Support,Personal financial planning appointment with advisor,2025-09-27,2025-09-29,3,Flagged,"Leave ends on Monday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-09-06 00:00:00,Ryan Thompson,EMP-021,Marketing,Personal health checkup and wellness visit,2025-10-03,2025-10-05,3,Flagged,Leave starts on Friday (potential long weekend extension); Leave starts immediately after Gandhi Jayanti (2025-10-02)
2025-09-07 00:00:00,Sophia Stewart,EMP-048,Finance,Personal financial planning appointment with advisor,2025-09-09,2025-09-09,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-08 00:00:00,Amber Nelson,EMP-036,Customer Service,Court appearance for personal legal matter,2025-10-06,2025-10-07,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-09 00:00:00,Lisa Anderson,EMP-006,Marketing,Ill,2025-09-13,2025-09-13,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-09 00:00:00,Amanda White,EMP-010,Engineering,Family member needs assistance with medical care,2025-10-04,2025-10-06,3,Flagged,Leave ends on Monday (potential long weekend extension)
2025-09-10 00:00:00,Michael Chen,EMP-003,Marketing,Vehicle maintenance and registration renewal,2025-10-07,2025-10-08,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-11 00:00:00,Jessica Martinez,EMP-014,Marketing,Property inspection and home appraisal scheduled,2025-10-01,2025-10-02,2,Flagged,Leave period includes Gandhi Jayanti (2025-10-02)
2025-09-12 00:00:00,Nathan Campbell,EMP-043,Operations,Elder care responsibilities for family member,2025-09-30,2025-10-01,2,Flagged,Leave ends immediately before Gandhi Jayanti (2025-10-02)
2025-09-13 00:00:00,Christopher Lee,EMP-009,Human Resources,Personal financial planning appointment with advisor,2025-10-10,2025-10-21,12,Flagged,Leave duration (12 days) exceeds 7 days; Leave starts on Friday (potential long weekend extension)
2025-09-13 00:00:00,Emma Morris,EMP-050,Human Resources,Weekend holiday getaway planned for relaxation,2025-09-20,2025-09-23,4,Flagged,Leave reason contains vacation-related keywords: holiday
2025-09-13 00:00:00,Sophia Stewart,EMP-048,Operations,Child's school event and parent-teacher meeting,2025-09-28,2025-09-28,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-13 00:00:00,Michael Chen,EMP-003,Sales,Adventure travel and exploration trip overseas,2025-09-18,2025-09-29,12,Flagged,"Leave duration (12 days) exceeds 7 days; Leave reason contains vacation-related keywords: travel, trip; Leave ends on Monday (potential long weekend extension)"
2025-09-15 00:00:00,Danielle Mitchell,EMP-038,Sales,Personal legal matter requires immediate attention,2025-09-19,2025-09-22,4,Flagged,Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension)
2025-09-15 00:00:00,Andrew Harris,EMP-019,Operations,Medical appointment scheduled with specialist doctor,2025-10-01,2025-10-02,2,Flagged,Leave period includes Gandhi Jayanti (2025-10-02)
2025-09-16 00:00:00,Matthew Anderson,EMP-015,Finance,Vacation planned for mountain hiking trip,2025-10-04,2025-10-08,5,Flagged,"Leave reason contains vacation-related keywords: vacation, trip"
2025-09-19 00:00:00,Justin Hall,EMP-027,Sales,Elder care responsibilities for family member,2025-10-01,2025-10-01,1,Flagged,Leave ends immediately before Gandhi Jayanti (2025-10-02)
2025-09-19 00:00:00,Joshua Jackson,EMP-017,Finance,Home maintenance emergency repair work scheduled,2025-10-10,2025-10-10,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-09-24 00:00:00,Daniel Rodriguez,EMP-013,Marketing,Health,2025-10-20,2025-10-20,1,Flagged,Leave ends on Monday (potential long weekend extension)
2025-09-26 00:00:00,Danielle Mitchell,EMP-038,Customer Service,Attending important family gathering celebration,2025-10-16,2025-10-16,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-09-27 00:00:00,Michael Chen,EMP-003,Operations,Elder care responsibilities for family member,2025-10-01,2025-10-02,2,Flagged,Leave period includes Gandhi Jayanti (2025-10-02)
2025-09-28 00:00:00,Andrew Harris,EMP-019,IT Support,Court appearance for personal legal matter,2025-10-01,2025-10-02,2,Flagged,Leave period includes Gandhi Jayanti (2025-10-02)
2025-09-29 00:00:00,Lisa Anderson,EMP-006,IT Support,Family member needs assistance with medical care,2025-10-12,2025-10-14,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-09-30 00:00:00,Victoria Phillips,EMP-042,Operations,Moving to new residence within city limits,2025-10-01,2025-10-01,1,Flagged,Leave ends immediately before Gandhi Jayanti (2025-10-02)
2025-09-30 00:00:00,Tyler Wright,EMP-031,Human Resources,Family member needs assistance with medical care,2025-10-24,2025-10-27,4,Flagged,Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension); Leave period includes Diwali (2025-10-24)
2025-10-02 00:00:00,James Brown,EMP-011,Engineering,Personal financial planning appointment with advisor,2025-10-11,2025-10-24,14,Flagged,Leave duration (14 days) exceeds 7 days; Leave period includes Diwali (2025-10-24)
2025-10-04 00:00:00,John Smith,EMP-001,Finance,Health,2025-10-09,2025-10-09,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-11 00:00:00,Emma Morris,EMP-050,Operations,Health,2025-11-08,2025-11-08,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-14 00:00:00,Adam Turner,EMP-041,Engineering,Planning vacation trip to beach resort,2025-10-31,2025-11-02,3,Flagged,"Leave reason contains vacation-related keywords: vacation, trip; Leave starts on Friday (potential long weekend extension)"
2025-10-16 00:00:00,Lauren Walker,EMP-026,Marketing,Moving to new residence within city limits,2025-10-23,2025-10-24,2,Flagged,Leave period includes Diwali (2025-10-24)
2025-10-16 00:00:00,Maria Garcia,EMP-012,IT Support,Moving to new residence within city limits,2025-10-31,2025-11-02,3,Flagged,"Leave starts on Friday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-10-16 00:00:00,Jonathan Green,EMP-033,IT Support,Holiday travel to visit family abroad,2025-10-25,2025-10-27,3,Flagged,"Leave reason contains vacation-related keywords: travel, holiday; Leave ends on Monday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2); Leave starts immediately after Diwali (2025-10-24)"
2025-10-17 00:00:00,Emily Davis,EMP-004,Sales,Professional certification exam preparation required,2025-11-11,2025-11-13,3,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-20 00:00:00,James Brown,EMP-011,IT Support,Cruise vacation booked months ago departing soon,2025-11-18,2025-11-23,6,Flagged,"Leave reason contains vacation-related keywords: vacation; IT Support department leave exceeds 2 days (requested: 6 days, limit: 2)"
2025-10-22 00:00:00,Tyler Wright,EMP-031,Finance,Personal legal matter requires immediate attention,2025-11-19,2025-11-20,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-23 00:00:00,Zachary Evans,EMP-045,Operations,Educational course enrollment and orientation session,2025-11-11,2025-11-12,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-23 00:00:00,Christopher Lee,EMP-009,IT Support,Vehicle maintenance and registration renewal,2025-11-01,2025-11-02,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-23 00:00:00,Joshua Jackson,EMP-017,IT Support,Moving to new residence within city limits,2025-11-03,2025-11-05,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-10-26 00:00:00,Lauren Walker,EMP-026,IT Support,Professional certification exam preparation required,2025-10-27,2025-10-31,5,Flagged,"IT Support department leave exceeds 2 days (requested: 5 days, limit: 2)"
2025-10-30 00:00:00,Emily Davis,EMP-004,IT Support,Marriage license appointment at courthouse,2025-11-07,2025-11-20,14,Flagged,"Leave duration (14 days) exceeds 7 days; Leave starts on Friday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 14 days, limit: 2)"
2025-11-03 00:00:00,Stephanie White,EMP-018,IT Support,Child's school event and parent-teacher meeting,2025-11-25,2025-11-27,3,Flagged,"IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-11-04 00:00:00,Ryan Thompson,EMP-021,Operations,Honeymoon trip after wedding ceremony celebration,2025-11-16,2025-11-27,12,Flagged,Leave duration (12 days) exceeds 7 days; Leave reason contains vacation-related keywords: trip
2025-11-04 00:00:00,Michael Chen,EMP-003,Engineering,Moving to new residence within city limits,2025-11-14,2025-11-17,4,Flagged,Leave starts on Friday (potential long weekend extension); Leave ends on Monday (potential long weekend extension)
2025-11-09 00:00:00,Sophia Stewart,EMP-048,Operations,Not well,2025-12-03,2025-12-03,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-11-14 00:00:00,Danielle Mitchell,EMP-038,Human Resources,Court appearance for personal legal matter,2025-12-13,2025-12-15,3,Flagged,Leave ends on Monday (potential long weekend extension)
2025-11-15 00:00:00,Hannah Roberts,EMP-040,IT Support,Sick,2025-11-28,2025-11-28,1,Flagged,"Leave starts on Friday (potential long weekend extension); Sick leave reason is too brief (4 characters, minimum: 10)"
2025-11-16 00:00:00,Eric Perez,EMP-039,Operations,Unwell,2025-12-05,2025-12-05,1,Flagged,Leave starts on Friday (potential long weekend extension)
2025-11-16 00:00:00,Adam Turner,EMP-041,Sales,Health,2025-12-07,2025-12-07,1,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-11-17 00:00:00,Danielle Mitchell,EMP-038,Sales,International travel for leisure and sightseeing,2025-12-01,2025-12-06,6,Flagged,Leave reason contains vacation-related keywords: travel
2025-11-20 00:00:00,Grace Edwards,EMP-046,IT Support,Required jury duty service obligation,2025-12-19,2025-12-21,3,Flagged,"Leave starts on Friday (potential long weekend extension); IT Support department leave exceeds 2 days (requested: 3 days, limit: 2)"
2025-11-20 00:00:00,Amanda White,EMP-010,Engineering,Property inspection and home appraisal scheduled,2025-12-14,2025-12-15,2,Flagged,Leave ends on Monday (potential long weekend extension)
2025-11-22 00:00:00,Michelle Martin,EMP-020,Customer Service,Attending important family gathering celebration,2025-12-18,2025-12-27,10,Flagged,Leave duration (10 days) exceeds 7 days; Leave period includes Christmas (2025-12-25)
2025-11-27 00:00:00,Grace Edwards,EMP-046,Customer Service,Marriage license appointment at courthouse,2025-12-26,2025-12-27,2,Flagged,Leave starts on Friday (potential long weekend extension); Leave starts immediately after Christmas (2025-12-25)
2025-11-27 00:00:00,Emma Morris,EMP-050,Marketing,Personal financial planning appointment with advisor,2025-12-26,2025-12-27,2,Flagged,Leave starts on Friday (potential long weekend extension); Leave starts immediately after Christmas (2025-12-25)
2025-11-28 00:00:00,Grace Edwards,EMP-046,Human Resources,Child's school event and parent-teacher meeting,2025-12-12,2025-12-13,2,Flagged,Leave starts on Friday (potential long weekend extension)
2025-11-29 00:00:00,Benjamin Sanchez,EMP-049,Sales,Family member needs assistance with medical care,2025-12-24,2025-12-25,2,Flagged,Leave period includes Christmas (2025-12-25)
2025-12-05 00:00:00,Maria Garcia,EMP-012,IT Support,Vehicle maintenance and registration renewal,2025-12-11,2025-12-14,4,Flagged,"IT Support department leave exceeds 2 days (requested: 4 days, limit: 2)"
2025-12-07 00:00:00,Michelle Martin,EMP-020,Human Resources,Elder care responsibilities for family member,2025-12-30,2026-01-01,3,Flagged,Leave period includes New Year's Day (2026-01-01)
2025-12-07 00:00:00,Amber Nelson,EMP-036,Operations,Personal legal matter requires immediate attention,2025-12-24,2025-12-24,1,Flagged,Leave ends immediately before Christmas (2025-12-25)
2025-12-20 00:00:00,Rachel Lewis,EMP-024,IT Support,Home maintenance emergency repair work scheduled,2025-12-26,2025-12-27,2,Flagged,Leave starts on Friday (potential long weekend extension); Leave starts immediately after Christmas (2025-12-25)
2025-12-21 00:00:00,Michael Chen,EMP-003,Marketing,Required jury duty service obligation,2025-12-24,2025-12-25,2,Flagged,Leave period includes Christmas (2025-12-25)
2025-12-21 00:00:00,Emily Davis,EMP-004,Operations,Attending professional development workshop,2025-12-26,2025-12-27,2,Flagged,Leave starts on Friday (potential long weekend extension); Leave starts immediately after Christmas (2025-12-25)
2025-12-22 00:00:00,Stephanie White,EMP-018,Customer Service,Educational course enrollment and orientation session,2025-12-26,2025-12-27,2,Flagged,Leave starts on Friday (potential long weekend extension); Leave starts immediately after Christmas (2025-12-25)
2025-10-01 16:13:11,John smith,EMP-001,IT Support,Medical appointment and follow-up consultation scheduled,2025-12-20,2025-12-25,6,Flagged,"IT Support department leave exceeds 2 days (requested: 6 days, limit: 2); Leave period includes Christmas (2025-12-25)"
2025-10-01 16:14:40,charan,EMP-1234,IT Support,I am going on a vacation,2025-10-13,2025-10-16,4,Flagged,"Leave reason contains vacation-related keywords: vacation; IT Support department leave exceeds 2 days (requested: 4 days, limit: 2)"
2025-10-01 16:16:10,Alex,EMP-NEW_999,Engineering,attending conference,2025-10-16,2025-10-17,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-01 16:25:26,John smith,EMP-001,Finance,Medical appointment and follow-up consultation scheduled,2026-02-12,2026-02-13,2,Approved,All validation rules passed successfully; No policy violations detected; Request meets all approval criteria
2025-10-01 16:36:31,c,EMP-999,Customer Service,i am attending a conference,2025-11-12,2025-11-17,6,Flagged,Leave ends on Monday (potential long weekend extension)
2025-10-01 16:56:53,John smith,EMP-001,Engineering,Medical appointment and follow-up consultation scheduled,2025-11-16,2025-11-17,2,Flagged,Leave ends on Monday (potential long weekend extension)
2025-10-01 16:58:00,John smith,EMP-001,Operations,Medical appointment and follow-up consultation scheduled,2025-11-12,2025-11-17,6,Flagged,Leave ends on Monday (potential long weekend extension)
2025-10-01 17:06:20,John smith,EMP-001,IT Support,i am sick,2025-10-23,2025-10-24,2,Flagged,"Sick leave reason is too brief (9 characters, minimum: 10); Leave period includes Diwali (2025-10-24)"
